name,url
vavr-io/vavr,https://github.com/vavr-io/vavr
vbauer/caesar,https://github.com/vbauer/caesar
vbauer/jackdaw,https://github.com/vbauer/jackdaw
VCNC/haeinsa,https://github.com/VCNC/haeinsa
vdenotaris/spring-boot-security-saml-sample,https://github.com/vdenotaris/spring-boot-security-saml-sample
VerbalExpressions/JavaVerbalExpressions,https://github.com/VerbalExpressions/JavaVerbalExpressions
vkostyukov/la4j,https://github.com/vkostyukov/la4j
vvakame/JsonPullParser,https://github.com/vvakame/JsonPullParser
webbit/webbit,https://github.com/webbit/webbit
weibocom/motan,https://github.com/weibocom/motan
welovecoding/editorconfig-netbeans,https://github.com/welovecoding/editorconfig-netbeans
winterstein/Eclipse-Markdown-Editor-Plugin,https://github.com/winterstein/Eclipse-Markdown-Editor-Plugin
wix/petri,https://github.com/wix/petri
woorea/openstack-java-sdk,https://github.com/woorea/openstack-java-sdk
write2munish/Akka-Essentials,https://github.com/write2munish/Akka-Essentials
wstrange/GoogleAuth,https://github.com/wstrange/GoogleAuth
wuman/AndroidImageLoader,https://github.com/wuman/AndroidImageLoader
wuman/JReadability,https://github.com/wuman/JReadability
xebia/Xebium,https://github.com/xebia/Xebium
xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc
xetorthio/jedis,https://github.com/xetorthio/jedis
xtreemfs/xtreemfs,https://github.com/xtreemfs/xtreemfs
yammer/tenacity,https://github.com/yammer/tenacity
YannBrrd/elasticsearch-entity-resolution,https://github.com/YannBrrd/elasticsearch-entity-resolution
yasserg/crawler4j,https://github.com/yasserg/crawler4j
yegor256/s3auth,https://github.com/yegor256/s3auth
yegor256/xembly,https://github.com/yegor256/xembly
Yubico/ykneo-openpgp,https://github.com/Yubico/ykneo-openpgp
yusuke/twitter4j,https://github.com/yusuke/twitter4j
zafarkhaja/jsemver,https://github.com/zafarkhaja/jsemver
zenobase/geocluster-facet,https://github.com/zenobase/geocluster-facet
zeromq/jeromq,https://github.com/zeromq/jeromq
zeroturnaround/zt-zip,https://github.com/zeroturnaround/zt-zip
zhangkaitao/es,https://github.com/zhangkaitao/es
zxing/zxing,https://github.com/zxing/zxing
